Time  Force1  Force2
21.771  653.0  908.0
21.79  642.0  950.0
21.811  648.0  989.0
21.831  664.0  1023.0
21.851  660.0  925.0
21.851  660.0  925.0
21.892  655.0  1000.0
21.911  648.0  873.0
21.931  636.0  927.0
21.931  636.0  927.0
21.951  632.0  965.0
21.971  648.0  1005.0
21.991  647.0  884.0
22.011  633.0  940.0
22.031  637.0  979.0
22.031  637.0  979.0
22.051  655.0  1016.0
22.072  652.0  901.0
22.091  639.0  953.0
22.091  639.0  953.0
22.111  646.0  989.0
22.131  664.0  1023.0
22.152  661.0  925.0
22.171  648.0  964.0
22.171  648.0  964.0
22.212  673.0  1023.0
22.232  668.0  939.0
22.251  656.0  974.0
22.251  656.0  974.0
22.273  665.0  1008.0
22.292  655.0  886.0
22.311  642.0  939.0
22.331  641.0  980.0
22.331  641.0  980.0
22.352  656.0  1012.0
22.372  654.0  902.0
22.391  639.0  951.0
22.412  645.0  990.0
22.412  645.0  990.0
22.432  662.0  1021.0
22.452  658.0  919.0
22.472  647.0  964.0
22.472  647.0  964.0
22.492  652.0  995.0
22.512  669.0  1023.0
22.552  656.0  972.0
22.552  656.0  972.0
22.573  660.0  1004.0
22.592  655.0  884.0
22.612  639.0  932.0
22.632  640.0  972.0
22.632  640.0  972.0
22.652  652.0  1011.0
22.673  650.0  897.0
22.692  637.0  944.0
22.712  641.0  985.0
22.732  658.0  1018.0
22.732  658.0  1018.0
22.753  654.0  915.0
22.772  643.0  953.0
22.772  643.0  953.0
22.792  648.0  990.0
22.813  667.0  1023.0
22.833  664.0  930.0
22.852  651.0  971.0
22.852  651.0  971.0
22.874  659.0  1002.0
22.913  635.0  937.0
22.932  637.0  970.0
22.953  651.0  1006.0
22.953  651.0  1006.0
22.973  649.0  894.0
22.992  637.0  945.0
23.013  641.0  978.0
23.013  641.0  978.0
23.033  657.0  1020.0
23.053  655.0  910.0
23.073  643.0  954.0
23.073  643.0  954.0
23.093  648.0  994.0
23.113  668.0  1023.0
23.133  662.0  925.0
23.153  652.0  966.0
23.174  658.0  1001.0
23.193  650.0  877.0
23.214  636.0  933.0
23.214  636.0  933.0
23.233  634.0  973.0
23.274  647.0  891.0
23.293  635.0  942.0
23.313  638.0  981.0
23.333  657.0  1019.0
23.333  657.0  1019.0
23.354  652.0  910.0
23.373  641.0  954.0
23.393  646.0  993.0
23.393  646.0  993.0
23.414  668.0  1023.0
23.434  661.0  931.0
23.453  651.0  964.0
23.475  655.0  1003.0
23.475  655.0  1003.0
23.494  649.0  873.0
23.514  633.0  930.0
23.534  633.0  972.0
23.555  649.0  1008.0
23.555  649.0  1008.0
23.574  647.0  892.0
23.614  639.0  978.0
23.614  639.0  978.0
23.614  639.0  978.0
23.654  655.0  910.0
23.674  641.0  954.0
23.694  649.0  992.0
23.714  666.0  1023.0
23.714  666.0  1023.0
23.735  661.0  930.0
23.754  648.0  966.0
23.775  657.0  1005.0
23.775  657.0  1005.0
23.794  652.0  876.0
23.815  634.0  935.0
23.834  635.0  970.0
23.834  635.0  970.0
23.855  650.0  1009.0
23.875  648.0  892.0
23.895  637.0  942.0
23.936  658.0  1015.0
23.955  654.0  909.0
23.955  654.0  909.0
23.974  642.0  955.0
23.994  649.0  992.0
23.994  649.0  1023.0
24.035  661.0  932.0
24.035  661.0  932.0
24.054  651.0  968.0
24.095  649.0  878.0
24.115  634.0  930.0
24.135  634.0  968.0
24.135  634.0  968.0
24.156  650.0  1007.0
24.175  647.0  888.0
24.195  633.0  945.0
24.215  640.0  981.0
24.215  640.0  981.0
24.236  655.0  1018.0
24.255  653.0  909.0
24.275  641.0  957.0
24.295  645.0  992.0
24.315  663.0  1023.0
24.315  663.0  1023.0
24.336  661.0  931.0
24.355  649.0  970.0
24.376  654.0  1002.0
24.376  654.0  1002.0
24.395  651.0  875.0
24.416  634.0  930.0
24.435  634.0  973.0
24.456  647.0  1008.0
24.456  647.0  1008.0
24.476  647.0  891.0
24.515  639.0  974.0
24.515  639.0  974.0
24.556  652.0  911.0
24.556  652.0  911.0
24.576  640.0  952.0
24.595  646.0  990.0
24.616  663.0  1023.0
24.616  663.0  1023.0
24.636  661.0  924.0
24.655  649.0  970.0
24.677  655.0  1000.0
24.677  655.0  1000.0
24.696  648.0  871.0
24.716  630.0  924.0
24.736  631.0  969.0
24.757  649.0  1003.0
24.757  649.0  1003.0
